variable,domain,cntry,r_pearson,p_pearson,r_spearman,p_spearman,human_mean,silicon_mean,human_sd,silicon_sd,n_valid
ppltrst,social_trust,AT,0.024363843276749227,0.5246941934867639,0.056356186765342944,0.14091828168844941,5.87280701754386,7.0435672514619885,2.1618054823849366,1.4091011931831614,684
ppltrst,social_trust,BE,0.07452223370651155,0.05156780656884777,0.054908147434076834,0.15173290098094566,5.63103953147877,7.239092240117131,2.12409096027592,1.3501092804628427,683
ppltrst,social_trust,BG,0.12143385249608474,0.001499037165276818,0.1266151667232583,0.0009282632839553942,3.7048458149779737,7.187224669603524,2.395361328758078,1.383398869911664,681
ppltrst,social_trust,CH,0.0344329268198524,0.3699778879574608,0.01084671125792837,0.7776862295061806,5.85,7.3758823529411774,2.1182633840859717,1.1981849740706614,680
ppltrst,social_trust,CY,0.0946775608602201,0.013515209197025802,0.0994107598059501,0.009487359648732718,4.060294117647059,7.318823529411765,2.5037609240139624,1.4508740237283846,680
ppltrst,social_trust,DE,-0.017514507409438284,0.6477246179533208,-0.03446455139566568,0.36848053319100527,5.387994143484627,7.051098096632503,2.2341594731095853,1.3767479832651015,683
ppltrst,social_trust,EE,0.10605267729770824,0.005462161319179841,0.12315003938843079,0.00123981161739963,5.716788321167884,7.636788321167883,1.9915967228071436,0.9900771828163606,685
ppltrst,social_trust,ES,-0.04585833609218667,0.23237340523999914,-0.014961998983116759,0.6969320605557554,5.336764705882353,7.052352941176471,2.1483565257967867,1.5410515294236293,680
ppltrst,social_trust,FI,0.07849700029349824,0.040133165137666765,0.06934013930667614,0.06993292792250598,7.002923976608187,7.5855263157894735,1.8134014503084113,1.1389205997532006,684
ppltrst,social_trust,FR,-0.016152375893820764,0.6743798795367956,0.004154009487327101,0.9139602639186473,4.547864506627393,7.107216494845361,2.1596304186217368,1.5130380459780501,679
ppltrst,social_trust,GB,0.11697551410026603,0.002232029231022355,0.08178886665071301,0.03284150315176936,5.434654919236417,6.873568281938326,2.29300154687681,1.5100565966579307,681
ppltrst,social_trust,GR,0.05148834983654614,0.17861736843089948,0.0460197068963115,0.22936080533817588,4.516081871345029,7.189327485380117,1.925715283972969,1.1764104587939108,684
ppltrst,social_trust,HR,-0.046496173851271035,0.22525138196601602,-0.05082886084691611,0.1848978655229982,4.690615835777126,7.391642228739004,2.3720471840565405,1.2443837771687565,682
ppltrst,social_trust,HU,0.06837591223181946,0.07434910243897769,0.0503461241244295,0.18910997437567942,4.4853372434017595,7.292961876832845,2.4870747734405403,1.4250260666955596,682
ppltrst,social_trust,IE,0.10830907396397026,0.004600763584298563,0.08102082321732924,0.03425791193475364,5.411420204978038,7.274231332357248,2.476692206360271,1.1891040464191485,683
ppltrst,social_trust,IL,0.23248324959771638,8.249308304440921e-10,0.22270186473423248,4.231478531002542e-09,5.208516886930984,6.904992657856094,2.3795670027696834,1.9835881869819272,681
ppltrst,social_trust,IS,0.13130460727568277,0.0005705928211718684,0.15781176668935099,3.3420777944125516e-05,6.56058394160584,7.273430656934307,2.0515062810254276,1.420905134243932,685
ppltrst,social_trust,IT,0.0009699484958292734,0.9798879853900546,0.014710285866571667,0.7022042182832977,4.56047197640118,6.993510324483776,2.3235422993332975,1.4852059450804813,678
ppltrst,social_trust,LT,0.0904544181494461,0.018484051755180572,0.07125711609291839,0.06368800542209135,5.1386430678466075,7.234365781710914,2.415168569589067,1.354095094988527,678
ppltrst,social_trust,LV,0.1118675572309279,0.0034655394372001577,0.0847510784293433,0.02699574749347913,3.870778267254038,7.205286343612335,2.5675086595645125,1.4308784679159798,681
