variable,domain,cntry,r_pearson,p_pearson,r_spearman,p_spearman,human_mean,silicon_mean,human_sd,silicon_sd,n_valid
ppltrst,social_trust,AT,-0.004368425081236528,0.9094047121660073,-0.01055000297981808,0.7834587525141568,5.869309838472834,6.473568281938326,2.1650188749428825,1.4542150849669475,681
ppltrst,social_trust,BE,-0.04179250339920247,0.2782484813885929,-0.03002908209240891,0.436033856221195,5.638518518518518,6.63525925925926,2.1271867849298043,1.3133873739720674,675
ppltrst,social_trust,BG,0.04570928930097326,0.23562978711231167,0.03711636358595506,0.3356198355889512,3.700740740740741,5.998962962962963,2.38738948029176,1.5552577973228878,675
ppltrst,social_trust,CH,0.037936118406687945,0.3239714788391898,0.03503794651706272,0.36233253126544185,5.868731563421829,6.756342182890855,2.1111356682285902,1.2654876446452303,678
ppltrst,social_trust,CY,0.01754698315438914,0.6473574318023706,0.014760983618448938,0.7003864617651935,4.05425219941349,6.447214076246334,2.4984555195743985,1.4554569485700273,682
ppltrst,social_trust,DE,0.009390081921069273,0.8070466372915497,0.012004321638403283,0.7548588488442938,5.387334315169367,6.292341678939617,2.2324804897985238,1.4503687745529952,679
ppltrst,social_trust,EE,0.0016374811336431123,0.9661035030127082,0.032988424141553896,0.3918071022979119,5.720414201183432,6.652366863905326,2.0000586228533104,1.2653830999566607,676
ppltrst,social_trust,ES,0.03896869410619452,0.310608535657355,0.06643264263456151,0.08366622388521676,5.351988217967599,6.419734904270987,2.1337555407838034,1.3779637152033661,679
ppltrst,social_trust,FI,-0.028756527554592605,0.45373304690020183,-0.05682291112256493,0.13852072106234126,7.002936857562408,7.169016152716594,1.8165878349762337,1.0201472218020646,681
ppltrst,social_trust,FR,0.05034681316648137,0.1917290748179455,0.04961043345377376,0.19831632348727218,4.541543026706232,6.303857566765579,2.157035827024484,1.4679892800998169,674
ppltrst,social_trust,GB,0.032247400550503645,0.4032366927132074,0.029140869947045938,0.45007073005455744,5.4347181008902075,6.261572700296736,2.2998247870593564,1.529878129797345,674
ppltrst,social_trust,GR,-0.05756157548448498,0.13460662320249026,-0.04726405895547713,0.21937640240802625,4.514032496307238,6.138109305760709,1.92504387534917,1.402574123341269,677
ppltrst,social_trust,HR,0.057710759438567044,0.1362181303792208,0.06395326441879681,0.0986341053825934,4.702095808383233,6.25374251497006,2.355801498100629,1.4390363278223612,668
ppltrst,social_trust,HU,0.05620005826764185,0.1455834386851717,0.06533923438135196,0.09056172494936535,4.464285714285714,6.189732142857143,2.4860693414916457,1.4325673137669634,672
ppltrst,social_trust,IE,0.04987302385749378,0.1969504959086317,0.04307484229533905,0.2651791547707802,5.414307004470939,6.555886736214605,2.472783992943345,1.3187252140371177,671
ppltrst,social_trust,IL,0.06671125593355076,0.08305768078518515,0.092212239258534,0.01647620330789254,5.220414201183432,6.326923076923077,2.3714843871620963,1.426079837773364,676
ppltrst,social_trust,IS,0.033002552536096595,0.39230829485164714,0.023112633557540847,0.5491694818994626,6.556379821958457,7.369436201780416,2.0572625555660835,0.8307879374207706,674
ppltrst,social_trust,IT,0.018157538568178675,0.6374542536977854,0.016820828398182913,0.6624282700282376,4.560650887573964,6.289940828402367,2.3236348644150477,1.4435920207660684,676
ppltrst,social_trust,LT,-0.024899134738578427,0.5184091222491916,0.011428513282329586,0.7669392555444656,5.133333333333334,6.338518518518518,2.4177876931974103,1.3546811457697467,675
ppltrst,social_trust,LV,0.03172314479821347,0.41197662688841685,0.04029464483400846,0.2972928696934195,3.8524590163934427,6.5461997019374065,2.562762456198375,1.2772801146979844,671
ppltrst,social_trust,ME,-0.01412905824410429,0.7136443144682929,-0.011540577170244409,0.7643816311696515,4.254062038404727,6.571639586410635,2.561752511671802,1.2801254330524636,677
ppltrst,social_trust,NL,-0.05167974664532904,0.1798922428133655,-0.029636694645871983,0.44205618600009355,6.254814814814814,6.717925925925926,1.9656440310375347,1.2251525044635536,675
ppltrst,social_trust,NO,0.0002399756072856307,0.9950272641277194,0.013740882112140996,0.7211792162426157,6.6750369276218615,7.121861152141802,1.889909410526145,1.0093471841191233,677
ppltrst,social_trust,PL,0.03732192528511219,0.33366829998097874,0.034338943675844884,0.37376904206427425,4.555720653789004,5.989598811292719,2.3306193215215503,1.46939369971444,673
ppltrst,social_trust,PT,0.12065623012328583,0.0016083470138501597,0.1191080856224712,0.00184805992546631,4.1071953010279,6.293685756240822,2.3692809603663214,1.4947274238783055,681
ppltrst,social_trust,RS,0.004049179339566292,0.9164328514096406,0.018331368829480565,0.6347395344129371,4.326409495548962,6.146142433234421,2.7722328106210963,1.4360332986938422,674
ppltrst,social_trust,SE,0.058946679928397784,0.12518212591260372,0.07269961950390734,0.05849160902109598,6.327433628318584,7.207079646017698,2.0173947158298766,1.0424845462152708,678
