variable,domain,cntry,r_pearson,p_pearson,r_spearman,p_spearman,human_mean,silicon_mean,human_sd,silicon_sd,n_valid
ppltrst,social_trust,AT,0.12258851157031321,0.0013492792228350587,0.10756521086736877,0.00495385336846105,5.864904552129222,6.761967694566813,2.1630490526364863,1.558414052098592,681
ppltrst,social_trust,BE,0.0818718148483757,0.03228173644106398,0.12346377312352429,0.0012143950989856702,5.6345029239766085,6.965643274853801,2.1244672852188344,1.5228578632565741,684
ppltrst,social_trust,BG,0.03491092414243343,0.3633671609536971,0.07054520547134423,0.06598870068426546,3.708823529411765,6.476323529411764,2.392411622374821,1.627763904759228,680
ppltrst,social_trust,CH,0.09699544495107146,0.011568561670385285,0.08218279585276818,0.03251685585755521,5.861152141802068,7.195420974889218,2.116065729972534,1.3799793139165202,677
ppltrst,social_trust,CY,0.1680094545963121,1.0448167177429596e-05,0.1489197786004025,9.585975255691153e-05,4.070484581497797,6.587518355359766,2.4931130846936616,1.8305672160243593,681
ppltrst,social_trust,DE,0.04465055755846128,0.24422269265181318,0.06550195322035704,0.08739723312175038,5.373900293255132,6.9184750733137825,2.2343123936839415,1.502659030398822,682
ppltrst,social_trust,EE,0.10432646236114854,0.006392351290211617,0.11924383711767558,0.0018116278200087208,5.718475073313783,7.3590909090909085,1.994834450447821,1.1892374908479098,682
ppltrst,social_trust,ES,0.18093228423709212,2.04725473931467e-06,0.17054459826907606,7.753569448592135e-06,5.336764705882353,6.512205882352942,2.1476708904842687,1.7529225296509776,680
ppltrst,social_trust,FI,0.11190563729354872,0.003406917591009668,0.14210460094355382,0.00019460287986391026,7.00878477306003,7.267057101024889,1.8082360011940186,1.4868972125811564,683
ppltrst,social_trust,FR,0.10430686553248564,0.006721553451632567,0.10693819104966104,0.005451031744107618,4.545994065281899,6.8919881305637976,2.1528081056924253,1.5976844015981446,674
ppltrst,social_trust,GB,0.11593031508076786,0.002463855583852288,0.10632592215058083,0.0055132006579887635,5.4411764705882355,6.323235294117647,2.28707293069427,1.8498468998278113,680
ppltrst,social_trust,GR,0.0004345469779306489,0.9909821806845674,-0.0073344613676578334,0.8487065001088286,4.515463917525773,6.6997054491899855,1.9308043278151477,1.4117605178356296,679
ppltrst,social_trust,HR,-0.03028220646615425,0.43114911628115227,-0.0016773349430261803,0.9652275450610804,4.702064896755163,6.851474926253688,2.365375893051184,1.6229673231960362,678
ppltrst,social_trust,HU,0.1424975181307833,0.00018877441700649295,0.14359146651774876,0.00016819248088220608,4.479472140762463,6.62683284457478,2.485852069996727,1.7018082112497475,682
ppltrst,social_trust,IE,0.09902844357851918,0.009767627999729848,0.08638271751789225,0.024281011268456335,5.4147058823529415,6.666176470588235,2.479088667290735,1.7105417149262945,680
ppltrst,social_trust,IL,0.14561603566066736,0.0001434758394948614,0.14298705944157886,0.0001894127751153366,5.199409158050222,6.693500738552437,2.383399120241029,1.4563426892307267,677
ppltrst,social_trust,IS,0.11407611358936738,0.0028507269480506736,0.1021001030810353,0.007620378518553527,6.564516129032258,7.2123167155425225,2.0542071332126715,1.4453817992671114,682
ppltrst,social_trust,IT,0.02765754663322175,0.473146094463426,0.004081167779101307,0.9157126580472811,4.565925925925926,6.606962962962963,2.3206645856594554,1.616741637481108,675
ppltrst,social_trust,LT,0.05817630353327088,0.1307720088828166,0.04057084267910542,0.2921927843364033,5.133136094674557,6.756360946745563,2.416614635908638,1.6325679149523438,676
ppltrst,social_trust,LV,-0.014738152465490177,0.701456916620802,-0.0061011521493795125,0.873913031612414,3.857142857142857,6.851251840942562,2.563397582102222,1.5392966807249517,679
ppltrst,social_trust,ME,0.02624374497955887,0.49383661036539506,0.0233241881685403,0.5431347014579964,4.243401759530792,6.974780058651026,2.564182095860416,1.535916653415496,682
ppltrst,social_trust,NL,0.15078472662235742,7.806869807525657e-05,0.11888698293605313,0.001884850040409622,6.2569750367107195,7.280323054331864,1.961403072448703,1.4148666165194674,681
ppltrst,social_trust,NO,0.055756410805117076,0.14490839489399032,0.06407784781405763,0.09378967136590148,6.67007299270073,7.48963503649635,1.8915928559486508,1.1832137379391106,685
ppltrst,social_trust,PL,0.10306325738435154,0.00710746642188673,0.08078322402365341,0.03505781415459545,4.540381791483113,6.817033773861967,2.335512130742299,1.5116811873185905,681
ppltrst,social_trust,PT,0.08974988559068121,0.019153120437486265,0.10779330419887462,0.004862371811572917,4.116005873715125,6.421732745961821,2.3701065798747214,1.83468956957452,681
ppltrst,social_trust,RS,0.0975864995657683,0.011069447817154486,0.08509252395278354,0.02683107305328208,4.34711964549483,6.483456425406204,2.774414721398852,1.6215791083635993,677
ppltrst,social_trust,SE,0.12919883699612664,0.0007065797259399635,0.0911526510955347,0.017099711201586643,6.315789473684211,7.493567251461989,2.0217664288807113,1.136671887938349,684
ppltrst,social_trust,SI,0.1328406112905691,0.0005096131298217405,0.1242365533329044,0.0011592861625245566,4.688693098384729,6.9491923641703375,2.3880840637169305,1.5456590331522466,681
ppltrst,social_trust,SK,0.006963011693228669,0.8558636078935916,-8.829450952038165e-06,0.9998162243872694,4.061493411420205,6.736456808199121,2.7403301802259903,1.6574554860933672,683
ppltrst,social_trust,UA,-0.03636280419083277,0.3451719901010138,-0.029717587408869692,0.4404712365540094,3.9526627218934913,5.129437869822485,2.829601518104649,2.0497241680340825,676
pplfair,social_trust,AT,0.09652062991958468,0.011610373424380708,0.09675460291362938,0.011408950451320347,6.341142020497804,7.194729136163982,1.9887933495293022,0.9710630152592491,683
pplfair,social_trust,BE,-0.0010503524744441715,0.9781247102561923,0.005520537036657469,0.8854074485917507,6.017543859649122,7.3769005847953215,1.9778382218342525,0.8618097248320985,684
pplfair,social_trust,BG,0.03936137168588191,0.30539725077816954,0.049864053206362134,0.19404308597510855,4.310294117647059,7.207058823529412,2.2163962381536,0.9337290572495186,680
pplfair,social_trust,CH,0.1343051418497384,0.0004323695792050279,0.14205299429964713,0.00019566035047319567,6.4099560761347,7.405270863836018,1.8802930367967179,0.894886929807918,683
pplfair,social_trust,CY,0.06891255105790771,0.0716804632292871,0.055788592882113984,0.14497078899862056,4.428362573099415,7.214327485380117,2.258379472540865,1.0348676651616773,684
