variable,domain,cntry,country_name,survey_mean,survey_sd,silicon_mean,silicon_sd,model
ppltrst,social_trust,AT,Austria,6.071829184018286,2.0976862462724717,6.848684210526316,1.5763111002920904,qwen
ppltrst,social_trust,BE,Belgium,5.458173187943939,2.195522494698598,7.174707602339181,1.3803539138770136,qwen
ppltrst,social_trust,BG,Bulgaria,3.728913646176717,2.3711881162028385,6.680994152046784,1.7948735049971798,qwen
ppltrst,social_trust,CH,Switzerland,5.855593288087151,2.1151913454264175,7.251824817518248,1.312507431879879,qwen
ppltrst,social_trust,CY,Cyprus,4.092466358118389,2.456123517842882,6.971970802919708,1.8269033331350533,qwen
ppltrst,social_trust,DE,Germany,5.213421360673227,2.329440069370058,6.940702781844802,1.494539652279474,qwen
ppltrst,social_trust,EE,Estonia,5.597881429421257,1.9956320359719784,7.554598540145985,1.0715472325732043,qwen
ppltrst,social_trust,ES,Spain,5.30377052791885,2.170845887878443,6.833235724743778,1.6627872710808496,qwen
ppltrst,social_trust,FI,Finland,6.920840954305089,1.8140828898597425,7.456642335766424,1.2690664463616892,qwen
ppltrst,social_trust,FR,France,4.472588263453334,2.150595521187708,6.908223201174743,1.6912464730076788,qwen
ppltrst,social_trust,GB,United Kingdom,5.418093170478824,2.2752091003472237,6.558002936857562,1.730759304634702,qwen
ppltrst,social_trust,GR,Greece,4.5659732232376244,1.9203750141942668,6.842105263157895,1.6093373991964808,qwen
ppltrst,social_trust,HR,Croatia,4.710634171131117,2.3881561272203213,6.974046920821115,1.5960352080892206,qwen
ppltrst,social_trust,HU,Hungary,4.5774672280159825,2.4378724365986537,6.780701754385965,1.8790691377742643,qwen
ppltrst,social_trust,IE,Ireland,5.414850386746617,2.381842777024013,6.990643274853801,1.505392997704883,qwen
ppltrst,social_trust,IL,Israel,5.174017172464776,2.389764509965967,7.037335285505124,1.8599411707577727,qwen
ppltrst,social_trust,IS,Iceland,6.354200470157306,2.061858353889841,7.302919708029197,1.3639007958684808,qwen
ppltrst,social_trust,IT,Italy,4.498938379325662,2.3475202051401065,6.514035087719299,1.8421791726605548,qwen
ppltrst,social_trust,LT,Lithuania,5.1342718600800605,2.4545179848769294,6.937920937042461,1.5962510366602753,qwen
ppltrst,social_trust,LV,Latvia,3.853969529445196,2.5315340747124133,6.825953079178886,1.7381994120448578,qwen
ppltrst,social_trust,ME,Montenegro,4.214523037104412,2.5013155012698616,6.904831625183016,1.6238300799344267,qwen
ppltrst,social_trust,NL,Netherlands,6.1705777782591795,1.958424103278812,7.397368421052632,1.1318206372226935,qwen
ppltrst,social_trust,NO,Norway,6.4876535997464035,1.9510974667031853,7.512134502923977,1.1442064156262923,qwen
ppltrst,social_trust,PL,Poland,4.5337215889785645,2.3334421200904445,7.216496350364964,1.5510718757692856,qwen
ppltrst,social_trust,PT,Portugal,4.15405019735004,2.4020558131627445,6.578038067349927,1.8740904229798423,qwen
ppltrst,social_trust,RS,Serbia,4.4015442985461535,2.769641531820987,6.7463235294117645,1.7123783978298257,qwen
ppltrst,social_trust,SE,Sweden,6.173553003500404,2.0369372146641576,7.4528550512445095,1.086184862353267,qwen
ppltrst,social_trust,SI,Slovenia,4.671985358795646,2.386686330953043,6.994590643274854,1.6169263836917116,qwen
ppltrst,social_trust,SK,Slovakia,4.032077870148862,2.846323197813735,6.686111111111112,1.8333968887337724,qwen
ppltrst,social_trust,UA,Ukraine,3.823509033700963,2.792401452672258,6.0559124087591245,1.9700419128829183,qwen
