country_a,country_b,profile_r_a,profile_r_b,within_r_a,within_r_b,profile_gap,within_gap,severity
BE,IE,0.8508384950701526,0.8935144552479544,0.0262566106310072,0.0231370742572151,-0.04267596017780173,0.0031195363737921006,0.0001331292100611557
CY,PT,0.7870157211406633,0.8007374572286252,0.0444938149589886,0.0348567735362287,-0.0137217360879619,0.009637041422759902,0.00013223693907186824
PL,SI,0.8374900952904407,0.8574021817056523,0.0176441899044248,0.0112352493302409,-0.019912086415211583,0.0064089405741839,0.00012761537854310556
IT,SK,0.8641004530725265,0.8265866004521504,0.036549367447733,0.0398486889084511,0.0375138526203761,-0.0032993214607180965,0.00012377025902462265
AT,BE,0.8823730677705127,0.8508384950701526,0.0226218363036761,0.0262566106310072,0.031534572700360086,-0.0036347743273311,0.000114621055274625
DE,SK,0.8300726310692906,0.8265866004521504,0.0075398289640195,0.0398486889084511,0.0034860306171402566,-0.0323088599444316,0.000112629674971185
IS,SK,0.8544743279425585,0.8265866004521504,0.0359305908028919,0.0398486889084511,0.027887727490408132,-0.003918098105559202,0.00010926685224851938
FR,HU,0.7989817384900312,0.7798983692020902,0.0201284951039494,0.0255763780342704,0.019083369287940966,-0.0054478829303209984,0.00010396396179678557
CH,IE,0.9051582931790576,0.8935144552479544,0.0142840839509112,0.0231370742572151,0.01164383793110324,-0.0088529903063039,0.00010308278433223065
EE,IS,0.843115145117026,0.8544743279425585,0.0448385177503157,0.0359305908028919,-0.011359182825532499,0.008907926947423803,0.0001011867707922746
BE,SI,0.8508384950701526,0.8574021817056523,0.0262566106310072,0.0112352493302409,-0.006563686635499666,0.015021361300766301,9.859550841685164e-05
FR,PL,0.7989817384900312,0.8374900952904407,0.0201284951039494,0.0176441899044248,-0.03850835680040954,0.002484305199524601,9.566651102440594e-05
IT,NL,0.8641004530725265,0.873628791112841,0.036549367447733,0.0265766906080034,-0.009528338040314499,0.009972676839729602,9.502303609575894e-05
GR,LV,0.7679404907030946,0.7597205566273624,0.0215528392495417,0.0330297925239352,0.008219934075732183,-0.011476953274393503,9.43397993057732e-05
IE,SE,0.8935144552479544,0.8585370051014429,0.0231370742572151,0.0254155745113755,0.034977450146511435,-0.0022785002541604003,7.969612904870903e-05
ES,GB,0.8290401786416228,0.8197768716174378,0.0134509102990582,0.0219170857244814,0.009263307024184986,-0.008466175425423201,7.842478228630505e-05
GB,PL,0.8197768716174378,0.8374900952904407,0.0219170857244814,0.0176441899044248,-0.017713223673002876,0.004272895820056601,7.568675939210163e-05
IS,SI,0.8544743279425585,0.8574021817056523,0.0359305908028919,0.0112352493302409,-0.0029278537630937906,0.024695341472650997,7.230434846158738e-05
EE,ME,0.843115145117026,0.8451443676693915,0.0448385177503157,0.0109959217807353,-0.002029222552365484,0.0338425959695804,6.867415897206578e-05
IE,NL,0.8935144552479544,0.873628791112841,0.0231370742572151,0.0265766906080034,0.01988566413511339,-0.0034396163507883007,6.839905550542051e-05
AT,SE,0.8823730677705127,0.8585370051014429,0.0226218363036761,0.0254155745113755,0.02383606266906979,-0.0027937382076994,6.659171899969762e-05
ES,SK,0.8290401786416228,0.8265866004521504,0.0134509102990582,0.0398486889084511,0.0024535781894724495,-0.0263977786093929,6.476901384652878e-05
ES,SI,0.8290401786416228,0.8574021817056523,0.0134509102990582,0.0112352493302409,-0.028362003064029473,0.0022156609688173,6.284058318644678e-05
GR,UA,0.7679404907030946,0.7500397363579364,0.0215528392495417,0.024902889710967,0.017900754345158143,-0.003350050461425301,5.9968430353858e-05
ME,PL,0.8451443676693915,0.8374900952904407,0.0109959217807353,0.0176441899044248,0.007654272378950777,-0.0066482681236895,5.088765506701545e-05
CH,NO,0.9051582931790576,0.8906927910475326,0.0142840839509112,0.0177433721476182,0.014465502131524977,-0.0034592881967069992,5.004034078302429e-05
FR,GR,0.7989817384900312,0.7679404907030946,0.0201284951039494,0.0215528392495417,0.03104124778693662,-0.0014243441455922996,4.4213419557203106e-05
CY,LT,0.7870157211406633,0.8626392872316171,0.0444938149589886,0.0439121074466539,-0.07562356609095378,0.0005817075123347032,4.399079650464774e-05
IS,SE,0.8544743279425585,0.8585370051014429,0.0359305908028919,0.0254155745113755,-0.00406267715888442,0.010515016291516396,4.271911651284123e-05
AT,NO,0.8823730677705127,0.8906927910475326,0.0226218363036761,0.0177433721476182,-0.008319723277019908,0.004878464156057902,4.05874717952622e-05
ES,ME,0.8290401786416228,0.8451443676693915,0.0134509102990582,0.0109959217807353,-0.016104189027768667,0.0024549885183229,3.953559916007371e-05
AT,NL,0.8823730677705127,0.873628791112841,0.0226218363036761,0.0265766906080034,0.008744276657671746,-0.0039548543043273,3.458234017782184e-05
EE,LT,0.843115145117026,0.8626392872316171,0.0448385177503157,0.0439121074466539,-0.01952414211459108,0.0009264103036617996,1.8087366425114455e-05
HR,ME,0.7946389946133416,0.8451443676693915,0.0113382042255806,0.0109959217807353,-0.05050537305604985,0.00034228244484530053,1.728710256744871e-05
HU,SE,0.7798983692020902,0.8585370051014429,0.0255763780342704,0.0254155745113755,-0.07863863589935272,0.00016080352289489855,1.2645369688265155e-05
IT,LT,0.8641004530725265,0.8626392872316171,0.036549367447733,0.0439121074466539,0.0014611658409093842,-0.0073627399989208975,1.0758184181920411e-05
BE,SE,0.8508384950701526,0.8585370051014429,0.0262566106310072,0.0254155745113755,-0.007698510031290295,0.0008410361196317002,6.474725003662109e-06
HR,SI,0.7946389946133416,0.8574021817056523,0.0113382042255806,0.0112352493302409,-0.06276318709231066,0.00010295489533970054,6.4617773582748875e-06
DE,ES,0.8300726310692906,0.8290401786416228,0.0075398289640195,0.0134509102990582,0.001032452427667807,-0.0059110813350387,6.102910274502569e-06
