country_a,country_b,profile_r_a,profile_r_b,within_r_a,within_r_b,profile_gap,within_gap,severity
IE,IT,0.8935144552479544,0.8641004530725265,0.0231370742572151,0.036549367447733,0.02941400217542789,-0.013412293190517902,0.0003945092210833702
DE,FR,0.8300726310692906,0.7989817384900312,0.0075398289640195,0.0201284951039494,0.031090892579259455,-0.012588666139929901,0.00039139286667272134
CH,NL,0.9051582931790576,0.873628791112841,0.0142840839509112,0.0265766906080034,0.03152950206621663,-0.012292606657092201,0.0003875797669939769
AT,IS,0.8823730677705127,0.8544743279425585,0.0226218363036761,0.0359305908028919,0.02789873982795421,-0.013308754499215796,0.0003712974792077365
BE,NO,0.8508384950701526,0.8906927910475326,0.0262566106310072,0.0177433721476182,-0.039854295977379994,0.008513238483389002,0.0003392891262430069
BE,SK,0.8508384950701526,0.8265866004521504,0.0262566106310072,0.0398486889084511,0.024251894618002257,-0.013592078277443898,0.00032963365002420706
BG,EE,0.6854503192912444,0.843115145117026,0.0468655160241971,0.0448385177503157,-0.15766482582578156,0.002026998273881399,0.0003195863298006706
AT,HU,0.8823730677705127,0.7798983692020902,0.0226218363036761,0.0255763780342704,0.1024746985684225,-0.0029545417305942984,0.0003027657732504761
AT,UA,0.8823730677705127,0.7500397363579364,0.0226218363036761,0.024902889710967,0.1323333314125763,-0.0022810534072909006,0.00030185939651681317
FI,PT,0.910711852834848,0.8007374572286252,0.0321216874233562,0.0348567735362287,0.1099743956062228,-0.0027350861128725007,0.0003007894421941265
EE,SE,0.843115145117026,0.8585370051014429,0.0448385177503157,0.0254155745113755,-0.015421859984416919,0.0194229432389402,0.000299537911116213
GB,NO,0.8197768716174378,0.8906927910475326,0.0219170857244814,0.0177433721476182,-0.07091591943009479,0.004173713576863202,0.00029598273574112354
CY,FR,0.7870157211406633,0.7989817384900312,0.0444938149589886,0.0201284951039494,-0.011966017349367863,0.024365319855039203,0.0002915558401082964
HU,IE,0.7798983692020902,0.8935144552479544,0.0255763780342704,0.0231370742572151,-0.11361608604586415,0.002439303777055299,0.0002771441478259163
GB,ME,0.8197768716174378,0.8451443676693915,0.0219170857244814,0.0109959217807353,-0.025367496051953653,0.010921163943746101,0.0002770425832257178
GR,HR,0.7679404907030946,0.7946389946133416,0.0215528392495417,0.0113382042255806,-0.026698503910247084,0.0102146350239611,0.00027271547312897223
GR,PL,0.7679404907030946,0.8374900952904407,0.0215528392495417,0.0176441899044248,-0.06954960458734616,0.0039086493451169005,0.00027184501642346995
AT,IT,0.8823730677705127,0.8641004530725265,0.0226218363036761,0.036549367447733,0.018272614697986245,-0.013927531144056902,0.0002544924102895553
IE,UA,0.8935144552479544,0.7500397363579364,0.0231370742572151,0.024902889710967,0.14347471889001795,-0.001765815453751901,0.00025334987583870347
CY,HR,0.7870157211406633,0.7946389946133416,0.0444938149589886,0.0113382042255806,-0.007623273472678327,0.033155610733408,0.000252754287774438
NO,SE,0.8906927910475326,0.8585370051014429,0.0177433721476182,0.0254155745113755,0.0321557859460897,-0.0076722023637573016,0.00024670569694406323
GB,PT,0.8197768716174378,0.8007374572286252,0.0219170857244814,0.0348567735362287,0.019039414388812625,-0.0129396878117473,0.0002463640783097249
PL,SK,0.8374900952904407,0.8265866004521504,0.0176441899044248,0.0398486889084511,0.01090349483829034,-0.0222044990040263,0.00024210664027722375
BG,CY,0.6854503192912444,0.7870157211406633,0.0468655160241971,0.0444938149589886,-0.10156540184941887,0.0023717010652084952,0.0002408827717545956
FR,UA,0.7989817384900312,0.7500397363579364,0.0201284951039494,0.024902889710967,0.048942002132094764,-0.004774394607017601,0.00023366843103611714
CH,PL,0.9051582931790576,0.8374900952904407,0.0142840839509112,0.0176441899044248,0.06766819788861689,-0.0033601059535136,0.00022737231458907803
FR,NO,0.7989817384900312,0.8906927910475326,0.0201284951039494,0.0177433721476182,-0.09171105255750145,0.0023851229563312017,0.00021874213680419407
IL,LV,0.7548493557251168,0.7597205566273624,0.0773792754789644,0.0330297925239352,-0.004871200902245576,0.04434948295502919,0.000216035241384663
FI,IS,0.910711852834848,0.8544743279425585,0.0321216874233562,0.0359305908028919,0.0562375248922895,-0.003808903379535697,0.00021420329861896438
HR,HU,0.7946389946133416,0.7798983692020902,0.0113382042255806,0.0255763780342704,0.014740625411251429,-0.014238173808689799,0.0002098795866541874
GB,UA,0.8197768716174378,0.7500397363579364,0.0219170857244814,0.024902889710967,0.06973713525950143,-0.0029858039864856002,0.00020822141646390486
FI,IT,0.910711852834848,0.8641004530725265,0.0321216874233562,0.036549367447733,0.04661139976232154,-0.0044276800243768025,0.0002063803636358727
ES,FR,0.8290401786416228,0.7989817384900312,0.0134509102990582,0.0201284951039494,0.030058440151591648,-0.006677584804891201,0.00020071778321499996
LT,NL,0.8626392872316171,0.873628791112841,0.0439121074466539,0.0265766906080034,-0.010989503881223883,0.0173354168386505,0.00019050763063098352
AT,CH,0.8823730677705127,0.9051582931790576,0.0226218363036761,0.0142840839509112,-0.022785225408544885,0.008337752352764901,0.0001899775667583737
CY,SK,0.7870157211406633,0.8265866004521504,0.0444938149589886,0.0398486889084511,-0.03957087931148706,0.004645126050537504,0.00018381172233246414
IS,NL,0.8544743279425585,0.873628791112841,0.0359305908028919,0.0265766906080034,-0.019154463170282465,0.009353900194888496,0.00017916893678148968
EE,IT,0.843115145117026,0.8641004530725265,0.0448385177503157,0.036549367447733,-0.020985307955500465,0.008289150302582697,0.00017395037178912775
NL,NO,0.873628791112841,0.8906927910475326,0.0265766906080034,0.0177433721476182,-0.017063999934691654,0.008833318460385202,0.00015073174563112366
HU,LV,0.7798983692020902,0.7597205566273624,0.0255763780342704,0.0330297925239352,0.020177812574727838,-0.007453414489664804,0.00015039360061421716
DE,GB,0.8300726310692906,0.8197768716174378,0.0075398289640195,0.0219170857244814,0.010295759451852793,-0.014377256760461901,0.0001480247771832401
GB,HU,0.8197768716174378,0.7798983692020902,0.0219170857244814,0.0255763780342704,0.03987850241534763,-0.003659292309788998,0.00014592709721438356
BE,EE,0.8508384950701526,0.843115145117026,0.0262566106310072,0.0448385177503157,0.007723349953126624,-0.0185819071193085,0.00014351457147891456
FI,LV,0.910711852834848,0.7597205566273624,0.0321216874233562,0.0330297925239352,0.15099129620748564,-0.0009081051005790028,0.00013711596622905276
DE,HR,0.8300726310692906,0.7946389946133416,0.0075398289640195,0.0113382042255806,0.03543363645594899,-0.0037983752615611006,0.0001345902481414262
