deflator,variable,cntry,hat,stud_resid,cooks_d
USD,freehms,AT,0.12840097219089058,0.857201834601222,0.018041245162820768
USD,freehms,BE,0.12991112617072517,-0.4326200753878611,0.004657413732021622
USD,freehms,BG,0.0908010828336769,0.6270184423052598,0.006543972973556274
USD,freehms,CH,0.18438891238838395,1.1262151032048608,0.047790670710173434
USD,freehms,CY,0.20548003725746,2.345192936028966,0.23706679404754805
USD,freehms,DE,0.13051599279747264,-0.28181054560380553,0.001986851296982832
USD,freehms,EE,0.1372000463866086,-1.2099872343977582,0.038802032191432585
USD,freehms,ES,0.20090052169098482,-2.104494056822582,0.18557709593085966
USD,freehms,FI,0.2658765336308585,0.4904585123547909,0.014519919348914492
USD,freehms,FR,0.15542159276704076,-1.0559709108677382,0.034199837338915705
USD,freehms,GB,0.13940275857975337,-0.35808358979161875,0.0034616966295790697
USD,freehms,GR,0.22185701863222235,0.165630397880535,0.00130359476523656
USD,freehms,HR,0.08958596223258315,-0.43750424705244995,0.003139166227414562
USD,freehms,HU,0.08967455151101775,0.05438087116853187,4.8552723977999504e-05
USD,freehms,IE,0.18989642351282945,0.6313503875687272,0.015572770676891322
USD,freehms,IL,1.0000000000000002,8.881784197001252e-10,1.3147681753683533e-07
USD,freehms,IS,0.25836596695298936,-0.36812524972071337,0.00786838529445012
USD,freehms,IT,0.21177612089472334,0.4706029439587164,0.009917116850313776
USD,freehms,LT,0.12077343306678295,1.580584955165493,0.05719460255150444
USD,freehms,LV,0.09154800199912777,-0.7901180072708407,0.010485268476757726
USD,freehms,ME,0.12876114050099915,1.921455657375546,0.09094044173909122
USD,freehms,NL,0.12500182194611326,-0.4454439380948226,0.004724371600872165
USD,freehms,NO,0.27001570363591026,0.30563521192634574,0.005758787185612931
USD,freehms,PL,0.08945230326911043,-1.3912871001300882,0.03169356506983828
USD,freehms,PT,0.20418772190940915,-0.8665871925976765,0.03211384231755695
USD,freehms,RS,0.1283589766144627,1.1000122681098043,0.029698354778360525
USD,freehms,SE,0.26143625096612666,-0.42394717181443486,0.01060351985973141
USD,freehms,SI,0.15603597627629823,-0.8133652687577803,0.02038547361014568
USD,freehms,SK,0.10031373534285296,-0.15712658492921486,0.00045879365659334283
USD,freehms,UA,0.49465931404258456,-0.6105140840668442,0.060808186207876015
USD,gincdif,AT,0.12840097219089058,-1.4751616102727763,0.0534293053655893
USD,gincdif,BE,0.12991112617072517,0.1879069855485693,0.0008786528723550755
USD,gincdif,BG,0.0908010828336769,-2.3538268687621158,0.09222101533824348
USD,gincdif,CH,0.18438891238838395,0.28268239749652796,0.003010911311458759
USD,gincdif,CY,0.20548003725746,0.16104774301313982,0.001117951228427904
USD,gincdif,DE,0.13051599279747264,0.5536754815629825,0.007669401370921896
USD,gincdif,EE,0.1372000463866086,1.824905524225275,0.08826198012122968
USD,gincdif,ES,0.20090052169098482,1.8276099818840825,0.1399574463386798
USD,gincdif,FI,0.2658765336308585,0.21349256571967665,0.0027512190129802315
USD,gincdif,FR,0.15542159276704076,-0.0797617037238257,0.00019512322933099957
USD,gincdif,GB,0.13940275857975337,0.23646151548522612,0.0015095277639775313
USD,gincdif,GR,0.22185701863222235,-0.8453650451638153,0.033958702647421624
USD,gincdif,HR,0.08958596223258315,-0.7189862184987457,0.008477950932399336
USD,gincdif,HU,0.08967455151101775,-1.1525242235203288,0.0218082794379742
USD,gincdif,IE,0.18989642351282945,-0.6476829741688318,0.016388905347368754
USD,gincdif,IL,1.0000000000000002,0.0,0.0
USD,gincdif,IS,0.25836596695298936,-0.6869104132177393,0.027396469788981605
USD,gincdif,IT,0.21177612089472334,-0.47273762497856203,0.010007290085568608
USD,gincdif,LT,0.12077343306678295,0.11313204344302615,0.0002930155187012626
USD,gincdif,LV,0.09154800199912777,-0.5121723288931909,0.004405831239344306
USD,gincdif,ME,0.12876114050099915,1.1999088785109895,0.03546441988762352
USD,gincdif,NL,0.12500182194611326,0.9271232931747371,0.02046599807403807
USD,gincdif,NO,0.27001570363591026,0.03988447835444992,9.806907689919641e-05
USD,gincdif,PL,0.08945230326911043,2.2671619913633685,0.08415940979684541
USD,gincdif,PT,0.20418772190940915,-0.6858916391843377,0.020117719848655437
USD,gincdif,RS,0.1283589766144627,-0.3298757726615611,0.0026707803635902102
USD,gincdif,SE,0.26143625096612666,0.43583473159557645,0.011206506351641457
USD,gincdif,SI,0.15603597627629823,-0.33076562322134634,0.003371244813702112
USD,gincdif,SK,0.10031373534285296,-0.39187489972197476,0.0028537304929266167
USD,gincdif,UA,0.49465931404258456,0.5869191673116603,0.056198828228679165
USD,happy,AT,0.12840097219089058,0.24110891563989778,0.0014273381184322434
USD,happy,BE,0.12991112617072517,0.07432882796108459,0.00013748206654448078
USD,happy,BG,0.0908010828336769,-2.241672150801828,0.08364212546573863
USD,happy,CH,0.18438891238838395,0.26662190861503116,0.0026785027538393257
USD,happy,CY,0.20548003725746,-0.8793036834026211,0.033326626686198055
USD,happy,DE,0.13051599279747264,0.33670105473196854,0.0028362194849900647
USD,happy,EE,0.1372000463866086,0.05515536347941944,8.062475291528385e-05
USD,happy,ES,0.20090052169098482,2.367341439447338,0.2348284803507715
USD,happy,FI,0.2658765336308585,1.2815473260045032,0.0991354423149585
USD,happy,FR,0.15542159276704076,-0.1792198961054652,0.0009851277967516255
USD,happy,GB,0.13940275857975337,-0.06907083280675093,0.00012879812856460418
USD,happy,GR,0.22185701863222235,-0.44327308048739456,0.00933695430250401
USD,happy,HR,0.08958596223258315,1.2165303836564376,0.02427144804129164
USD,happy,HU,0.08967455151101775,0.08927283371158548,0.000130845840127668
USD,happy,IE,0.18989642351282945,-1.3872822474292619,0.07518905786340904
USD,happy,IL,1.0000000000000002,4.440892098500626e-09,3.286920438420883e-06
USD,happy,IS,0.25836596695298936,-0.5668309714134899,0.01865527040131484
USD,happy,IT,0.21177612089472334,-1.433308008593355,0.09199308983810343
USD,happy,LT,0.12077343306678295,0.42767648143942083,0.0041874544475677695
USD,happy,LV,0.09154800199912777,-0.8013737140388532,0.010786134253485073
USD,happy,ME,0.12876114050099915,-0.7050542537236365,0.01224450973389358
USD,happy,NL,0.12500182194611326,0.671610623284987,0.010739722452448452
USD,happy,NO,0.27001570363591026,-0.5131749499748778,0.016235106880531914
USD,happy,PL,0.08945230326911043,1.2377353990001088,0.02508379256871308
USD,happy,PT,0.20418772190940915,0.37114629147932965,0.00589057905594958
USD,happy,RS,0.1283589766144627,1.508139997111305,0.055823961098408426
USD,happy,SE,0.26143625096612666,-0.19949559810666923,0.002347973570597811
USD,happy,SI,0.15603597627629823,1.0333081843458207,0.03290101503416243
USD,happy,SK,0.10031373534285296,-1.3402476357316788,0.03338014057466022
USD,happy,UA,0.49465931404258456,-0.5710314330073427,0.05319743653999658
USD,health,AT,0.12840097219089058,-0.8615535545013082,0.01822488856564909
USD,health,BE,0.12991112617072517,0.16281581489385985,0.0006596668442943646
USD,health,BG,0.0908010828336769,-1.5442981708855792,0.0396956741151026
USD,health,CH,0.18438891238838395,-0.7251891207988158,0.019815406758746792
USD,health,CY,0.20548003725746,-0.49134013708316926,0.01040586188234506
USD,health,DE,0.13051599279747264,1.3290816068138167,0.044193070629035505
USD,health,EE,0.1372000463866086,0.9020920206881352,0.02156724031109886
USD,health,ES,0.20090052169098482,0.8560630987958515,0.030707221433780907
USD,health,FI,0.2658765336308585,0.5812541727255724,0.020393502399155806
USD,health,FR,0.15542159276704076,0.42918143014143306,0.0056493954553499945
USD,health,GB,0.13940275857975337,0.2580587545269762,0.001797866174943366
USD,health,GR,0.22185701863222235,-2.6853529183114433,0.3426614577162879
USD,health,HR,0.08958596223258315,-0.4974726812270855,0.004058712038387569
USD,health,HU,0.08967455151101775,-0.564424119027775,0.005230369933880384
USD,health,IE,0.18989642351282945,-1.0239145720573384,0.040959291244966826
USD,health,IL,1.0000000000000002,1.5543122344752192e-09,4.026477537065582e-07
USD,health,IS,0.25836596695298936,-0.13200015208725985,0.001011680240580981
USD,health,IT,0.21177612089472334,0.7857892291300917,0.027649564439273862
USD,health,LT,0.12077343306678295,0.7187257500985177,0.011826214952029207
USD,health,LV,0.09154800199912777,2.025847907864848,0.06893016373638422
USD,health,ME,0.12876114050099915,-1.6831476893753121,0.0697815765408755
USD,health,NL,0.12500182194611326,0.3804122294642079,0.0034456160699496857
USD,health,NO,0.27001570363591026,0.028236014796894904,4.915085267008084e-05
USD,health,PL,0.08945230326911043,-0.11546165499087391,0.0002182795920675955
USD,health,PT,0.20418772190940915,1.506452220649432,0.09704618378195821
USD,health,RS,0.1283589766144627,-0.16985053312778325,0.000708061795963897
USD,health,SE,0.26143625096612666,-0.4753015726714878,0.013328002695612259
USD,health,SI,0.15603597627629823,-0.08431483650111805,0.00021905721530058694
USD,health,SK,0.10031373534285296,-0.034364485844879465,2.19451100289416e-05
USD,health,UA,0.49465931404258456,1.396619698287712,0.3182196555368522
USD,hincfel,AT,0.12840097219089058,0.14762968515560534,0.0005351157227381457
USD,hincfel,BE,0.12991112617072517,0.4580940368133379,0.005222046790697988
USD,hincfel,BG,0.0908010828336769,1.5341204123170007,0.03917416646442428
USD,hincfel,CH,0.18438891238838395,0.49369641709751005,0.00918375696183419
USD,hincfel,CY,0.20548003725746,0.13005297363805363,0.0007290446801792304
USD,hincfel,DE,0.13051599279747264,-0.6938364599603533,0.01204384389389155
USD,hincfel,EE,0.1372000463866086,0.02756232643405541,2.0133748469912166e-05
USD,hincfel,ES,0.20090052169098482,-1.1891386888614028,0.05925076819124239
USD,hincfel,FI,0.2658765336308585,0.7252557536032587,0.031749874774817485
USD,hincfel,FR,0.15542159276704076,-0.6003520841938759,0.011054323665395766
USD,hincfel,GB,0.13940275857975337,-0.16207607849871608,0.0007091824967231132
USD,hincfel,GR,0.22185701863222235,0.9563182794274052,0.04345776947188939
USD,hincfel,HR,0.08958596223258315,-1.048492350416193,0.018029359537568408
USD,hincfel,HU,0.08967455151101775,0.4394404103542359,0.0031704525829314868
USD,hincfel,IE,0.18989642351282945,1.7729686225641843,0.12280812049059503
USD,hincfel,IL,1.0000000000000002,1.1102230246251565e-09,2.054325274013052e-07
USD,hincfel,IS,0.25836596695298936,0.4598892402276297,0.012280071686452905
USD,hincfel,IT,0.21177612089472334,-0.4310935044965128,0.008321835168335621
USD,hincfel,LT,0.12077343306678295,-0.2280239085781318,0.0011903649486478787
USD,hincfel,LV,0.09154800199912777,1.7089242422233806,0.04905025356202473
USD,hincfel,ME,0.12876114050099915,0.8367931818617946,0.017247755712253312
USD,hincfel,NL,0.12500182194611326,-1.3445461419406244,0.04304367718810627
USD,hincfel,NO,0.27001570363591026,0.3604716812815606,0.008010627903045577
USD,hincfel,PL,0.08945230326911043,-0.6449694671315422,0.006811078539294458
USD,hincfel,PT,0.20418772190940915,0.545035825387519,0.012703337519787895
USD,hincfel,RS,0.1283589766144627,-2.111926701167198,0.10946997417180591
USD,hincfel,SE,0.26143625096612666,-1.5422883552232658,0.1403323275266927
USD,hincfel,SI,0.15603597627629823,-1.7550791344360657,0.09491677293927421
USD,hincfel,SK,0.10031373534285296,0.5881932560686562,0.006429217872622831
USD,hincfel,UA,0.49465931404258456,0.757201103076976,0.09353909223668663
USD,hmsacld,AT,0.12840097219089058,0.6410684298389118,0.010090416772572226
USD,hmsacld,BE,0.12991112617072517,-0.4889857750034047,0.00595009545040305
USD,hmsacld,BG,0.0908010828336769,0.19224609730597003,0.0006151711101207772
USD,hmsacld,CH,0.18438891238838395,1.3565628921082982,0.06933943480153595
USD,hmsacld,CY,0.20548003725746,1.8960879103785317,0.15496389012198286
USD,hmsacld,DE,0.13051599279747264,-0.4057496947859621,0.004118767586127359
USD,hmsacld,EE,0.1372000463866086,-1.118249254999767,0.03314134500132752
USD,hmsacld,ES,0.20090052169098482,-3.2682098211425177,0.44755748886196983
USD,hmsacld,FI,0.2658765336308585,0.6727929574199788,0.02732263148316004
USD,hmsacld,FR,0.15542159276704076,0.08448216916001461,0.0002189022590804786
USD,hmsacld,GB,0.13940275857975337,-0.4905995824557579,0.006497922337081123
USD,hmsacld,GR,0.22185701863222235,2.130948351578729,0.21577859701458874
USD,hmsacld,HR,0.08958596223258315,0.006366094896719024,6.64654551638041e-07
USD,hmsacld,HU,0.08967455151101775,-0.6368078821931504,0.006657913366893852
USD,hmsacld,IE,0.18989642351282945,-0.06257021217459205,0.0001529537893203414
USD,hmsacld,IL,1.0000000000000002,2.6645352591003757e-09,1.183291357831518e-06
USD,hmsacld,IS,0.25836596695298936,-0.5535496252781728,0.017791293605151606
USD,hmsacld,IT,0.21177612089472334,0.5578107435157966,0.013933168852549731
USD,hmsacld,LT,0.12077343306678295,0.8567238459177481,0.016803551027568774
USD,hmsacld,LV,0.09154800199912777,0.2781500064655664,0.001299432678623108
USD,hmsacld,ME,0.12876114050099915,-0.14493740046930753,0.0005174367400127583
USD,hmsacld,NL,0.12500182194611326,-0.5937089100862741,0.00839276527709574
USD,hmsacld,NO,0.27001570363591026,0.13511441604223914,0.0011254536964474867
USD,hmsacld,PL,0.08945230326911043,0.268299276646306,0.0011786275288277594
USD,hmsacld,PT,0.20418772190940915,-1.2818989251611814,0.07027086586809364
USD,hmsacld,RS,0.1283589766144627,0.9582005136665714,0.022534614461170593
USD,hmsacld,SE,0.26143625096612666,-0.2503958150678807,0.003698969084623311
USD,hmsacld,SI,0.15603597627629823,-0.8652250234105353,0.023067880914751326
USD,hmsacld,SK,0.10031373534285296,0.5831122972474373,0.006318623268279613
USD,hmsacld,UA,0.49465931404258456,-0.5417090704255771,0.047874349945935896
USD,hmsfmlsh,AT,0.12840097219089058,-0.7432025393075548,0.013561717521482407
USD,hmsfmlsh,BE,0.12991112617072517,0.20585860108261086,0.0010545556828771166
