variable,domain,cntry,country_name,survey_mean,survey_sd,silicon_mean,silicon_sd,model
trstplc,inst_trust,AT,Austria,7.048198702400107,2.32992921392896,7.483187134502924,0.9294724113524166,qwen
trstplc,inst_trust,BE,Belgium,6.481846683689832,2.1348624084842096,7.606569343065693,0.7999638496548983,qwen
trstplc,inst_trust,BG,Bulgaria,5.184958703759927,2.8147241541045096,7.215859030837004,1.2691293463416289,qwen
trstplc,inst_trust,CH,Switzerland,7.32249972900217,1.9502362133668905,7.714912280701754,0.673062421355378,qwen
trstplc,inst_trust,CY,Cyprus,5.093593287394825,2.602201706540397,7.141605839416059,1.382992049200929,qwen
trstplc,inst_trust,DE,Germany,7.004467206225458,2.112825816430906,7.52043795620438,0.989132371752951,qwen
trstplc,inst_trust,EE,Estonia,7.451618857814621,2.145865473139831,7.702919708029197,0.612723477054085,qwen
trstplc,inst_trust,ES,Spain,6.882325569432233,2.402605682884896,7.404379562043796,0.95703524695236,qwen
trstplc,inst_trust,FI,Finland,8.36650961396084,1.4188422090457942,7.668128654970761,0.7801201287889404,qwen
trstplc,inst_trust,FR,France,6.521489045769595,2.246855202367096,7.351824817518248,1.0649315787936076,qwen
trstplc,inst_trust,GB,United Kingdom,5.84353719624166,2.528930687537436,7.035087719298246,1.237031050348719,qwen
trstplc,inst_trust,GR,Greece,5.851565485960466,2.389356055870539,7.392093704245974,0.9452282583666504,qwen
trstplc,inst_trust,HR,Croatia,5.391691659108795,2.572495577309672,7.2628111273792095,1.2139677092790349,qwen
trstplc,inst_trust,HU,Hungary,6.323114992395225,2.5514012895441174,7.228005865102639,1.334779917169241,qwen
trstplc,inst_trust,IE,Ireland,6.34225194768484,2.417847478632362,7.313868613138686,1.0316754160097084,qwen
trstplc,inst_trust,IL,Israel,4.731499091666773,2.803993866551745,7.317982456140351,1.1083925916929769,qwen
trstplc,inst_trust,IS,Iceland,6.880903752638397,2.286741214103045,7.548245614035087,0.8866241226699215,qwen
trstplc,inst_trust,IT,Italy,6.735453139431022,2.03696389366766,7.383211678832117,1.1187901610332516,qwen
trstplc,inst_trust,LT,Lithuania,6.840907731460925,2.3620641004973,7.329178885630498,1.1511019684697394,qwen
trstplc,inst_trust,LV,Latvia,5.345565623059908,2.565313030311234,7.24780701754386,1.228473031473448,qwen
trstplc,inst_trust,ME,Montenegro,5.33831741989394,2.289400230773549,7.261313868613139,1.1433924192690292,qwen
trstplc,inst_trust,NL,Netherlands,7.031936952279682,1.6731356506046635,7.728070175438597,0.6670678970356811,qwen
trstplc,inst_trust,NO,Norway,7.497281115481987,2.131882331185733,7.741202346041056,0.6268259249584912,qwen
trstplc,inst_trust,PL,Poland,5.144209820314441,2.612620589061164,7.393695014662756,0.9580349508514482,qwen
trstplc,inst_trust,PT,Portugal,6.35140123530796,2.37199949180341,7.197214076246334,1.3799086493977148,qwen
trstplc,inst_trust,RS,Serbia,5.298439353393637,3.0755522567357465,7.008029197080292,1.4205086393499764,qwen
trstplc,inst_trust,SE,Sweden,7.010517082776527,2.0695476008677933,7.663982430453879,0.7606853367254033,qwen
trstplc,inst_trust,SI,Slovenia,6.298202965670212,2.39963246963771,7.354744525547445,1.238866842343614,qwen
trstplc,inst_trust,SK,Slovakia,5.715810942457989,2.596896556021848,7.145161290322581,1.3233634407324957,qwen
trstplc,inst_trust,UA,Ukraine,3.346869383787289,2.882555307976165,6.001461988304094,1.9819827310390932,qwen
freehms,values,AT,Austria,1.8048403829960769,0.9115840436715984,3.897810218978102,0.8557055801815829,qwen
freehms,values,BE,Belgium,1.4898664420721155,0.869878861423761,4.153284671532846,0.8437117844835348,qwen
freehms,values,BG,Bulgaria,2.936348653180641,1.2945841023392308,3.6744525547445255,0.8363130234890238,qwen
freehms,values,CH,Switzerland,1.681711327728691,0.8015227077583311,3.9503649635036497,0.9034634534037036,qwen
freehms,values,CY,Cyprus,2.5601500385869453,1.130945762975391,3.724087591240876,0.9246878363295038,qwen
freehms,values,DE,Germany,1.530034629573154,0.69406445606028,4.004379562043796,0.8710641315190899,qwen
freehms,values,EE,Estonia,2.28474033252233,1.0679866161702931,4.061313868613139,0.8714315854199997,qwen
freehms,values,ES,Spain,1.524110428502664,0.783908853768037,4.032116788321168,0.9026386195862758,qwen
freehms,values,FI,Finland,1.6470933615759245,0.8292731727594597,4.112408759124087,0.8257059052885771,qwen
freehms,values,FR,France,1.4007917808708183,0.7859407229370496,4.043795620437956,0.9229736231578446,qwen
freehms,values,GB,United Kingdom,1.5388997373585795,0.7322417028973582,3.985380116959064,0.8874047913953892,qwen
freehms,values,GR,Greece,2.17310224200268,1.1699956257615467,3.8267153284671536,0.8955062515814278,qwen
